Heb	Eng
תתאמנו	you m. pl. will train
תתאמנה	you f. pl. will train
תתאמנו	you f. pl. will train
יתאמן	he / it will train
תתאמן	she / it will train
יתאמנו	they m. will train
תתאמנה	they f. will train
יתאמנו	they f. will train
התאמן!‏	(to a man) train!
התאמני!‏	(to a woman) train!
התאמנו!‏	(to men) train!
התאמנה!‏	(to women) train!
התאמנו!‏	(to women) train!
להתאמן	to train
מאמן	coach
מאמנים	coaches
מאמן	coach of ...
מאמני	coaches of ...
מאמני	my coach
מאמננו	our coach
מאמנך	your m. sg. coach
מאמנך	your f. sg. coach
מאמנכם	your m. pl. coach
מאמנכן	your f. pl. coach
מאמנו	his / its coach
מאמנה	her / its coach
מאמנם	their m. coach
מאמנן	their f. coach
מאמנינו	our coaches
מאמניך	your m. sg. coaches
מאמניכם	your m. pl. coaches
מאמניכן	your f. pl. coaches
מאמניו	his / its coaches
מאמניה	her / its coaches
מאמניהם	their m. coaches
מאמניהן	their f. coaches
נאמנות	loyalty
נאמנות	loyalty of ...
נאמנותי	my loyalty
נאמנותנו	our loyalty
נאמנותך	your m. sg. loyalty
נאמנותך	your f. sg. loyalty
נאמנותכם	your m. pl. loyalty
נאמנותכן	your f. pl. loyalty
נאמנותו	his / its loyalty
נאמנותה	her / its loyalty
נאמנותם	their m. loyalty
נאמנותן	their f. loyalty
אמין	authentic, true; reliable, trustworthy
אמינה	authentic, true; reliable, trustworthy
אמינים	authentic, true; reliable, trustworthy
אמינות	authentic, true; reliable, trustworthy
אמונה	faith
אמונות	faiths
אמונת	faith of ...
אמונות	faiths of ...
אמונתי	my faith
אמונתנו	our faith
אמונתך	your m. sg. faith
אמונתך	your f. sg. faith
אמונתכם	your m. pl. faith
אמונתכן	your f. pl. faith
אמונתו	his / its faith
אמונתה	her / its faith
אמונתם	their m. faith
אמונתן	their f. faith
אמונותינו	our faiths
אמונותיך	your m. sg. faiths
אמונותיכם	your m. pl. faiths
אמונותיכן	your f. pl. faiths
אמונותיו	his / its faiths
אמונותיה	her / its faiths
אמונותיהם	their m. faiths
אמונותיהן	their f. faiths
אמון	confidence
אמונים	confidences
אמון	confidence of ...
אמוני	confidences of ...
אמוני	my confidence
אמוננו	our confidence
אמונך	your m. sg. confidence
אמונך	your f. sg. confidence
אמונכם	your m. pl. confidence
אמונכן	your f. pl. confidence
אמונו	his / its confidence
אמונה	her / its confidence
אמונם	their m. confidence
אמונן	their f. confidence
אמונינו	our confidences
אמוניך	your m. sg. confidences
אמוניכם	your m. pl. confidences
אמוניכן	your f. pl. confidences
אמוניו	his / its confidences
אמוניה	her / its confidences
אמוניהם	their m. confidences
אמוניהן	their f. confidences
נאמן	I am / you m. sg. are / he / it is credible
נאמנת	I am / you f. sg. are / she / it is credible
נאמנים	we / you m. pl. / they m. are credible
נאמנות	we / you f. pl. / they f. are credible
נאמנתי	I was credible
נאמנו	we were credible
נאמנת	you m. sg. were credible
נאמנת	you f. sg. were credible
נאמנתם	you m. pl. were credible
נאמנתם	you m. pl. were credible
נאמנתן	you f. pl. were credible
נאמנתן	you f. pl. were credible
נאמן	he / it was credible
נאמנה	she / it was credible
נאמנו	they were credible
מאמן	I / you m. sg. / he / it train(s)
מאמנת	I / you f. sg. / she / it train(s)
מאמנים	we / you m. pl. / they m. train
מאמנות	we / you f. pl. / they f. train
אאמן	I will train
נאמן	we will train
תאמן	you m. sg. will train
תאמני	you f. sg. will train
תאמנו	you m. pl. will train
תאמנה	you f. pl. will train
תאמנו	you f. pl. will train
יאמן	he / it will train
תאמן	she / it will train
יאמנו	they m. will train
תאמנה	they f. will train
יאמנו	they f. will train
אמן!‏	(to a man) train!
אמני!‏	(to a woman) train!
אמנו!‏	(to men) train!
אמנה!‏	(to women) train!
אמנו!‏	(to women) train!
לאמן	to train
נאמן	loyal, faithful, devoted
נאמנת	loyal, faithful, devoted
נאמנים	loyal, faithful, devoted
נאמנות	loyal, faithful, devoted
מתאמץ	I / you m. sg. / he / it strain(s)
מתאמצת	I / you f. sg. / she / it strain(s)
מתאמצים	we / you m. pl. / they m. strain
מתאמצות	we / you f. pl. / they f. strain
התאמצתי	I strained
התאמצנו	we strained
התאמצת	you m. sg. strained
התאמצת	you f. sg. strained
התאמצתם	you m. pl. strained
התאמצתם	you m. pl. strained
התאמצתן	you f. pl. strained
התאמצתן	you f. pl. strained
התאמץ	he / it strained
התאמצה	she / it strained
התאמצו	they strained
אתאמץ	I will strain
נתאמץ	we will strain
תתאמץ	you m. sg. will strain
תתאמצי	you f. sg. will strain
תתאמצו	you m. pl. will strain
תתאמצנה	you f. pl. will strain
תתאמצו	you f. pl. will strain
יתאמץ	he / it will strain
תתאמץ	she / it will strain
יתאמצו	they m. will strain
תתאמצנה	they f. will strain
יתאמצו	they f. will strain
התאמץ!‏	(to a man) strain!
התאמצי!‏	(to a woman) strain!
התאמצו!‏	(to men) strain!
התאמצנה!‏	(to women) strain!
התאמצו!‏	(to women) strain!
להתאמץ	to strain
אמצתי	I took courage
אמצנו	we took courage
אמצת	you m. sg. took courage
אמצת	you f. sg. took courage
אמצתם	you m. pl. took courage
אמצתם	you m. pl. took courage
אמצתן	you f. pl. took courage
אמצתן	you f. pl. took courage
אמץ	he / it took courage
אמצה	she / it took courage
אמצו	they took courage
אאמץ	I will take courage
נאמץ	we will take courage
תאמץ	you m. sg. will take courage
תאמצי	you f. sg. will take courage
תאמצו	you m. pl. will take courage
תאמצנה	you f. pl. will take courage
תאמצו	you f. pl. will take courage
יאמץ	he / it will take courage
תאמץ	she / it will take courage
יאמצו	they m. will take courage
תאמצנה	they f. will take courage
יאמצו	they f. will take courage
אמץ!‏	(to a man) take courage!
אמצי!‏	(to a woman) take courage!
אמצו!‏	(to men) take courage!
אמצנה!‏	(to women) take courage!
אמצו!‏	(to women) take courage!
אמיץ	brave, courageous
אמיצה	brave, courageous
אמיצים	brave, courageous
אמיצות	brave, courageous
מאמץ	effort
מאמצים	efforts
מאמץ	effort of ...
מאמצי	efforts of ...
מאמצי	my effort
מאמצנו	our effort
מאמצך	your m. sg. effort
מאמצך	your f. sg. effort
מאמצכם	your m. pl. effort
מאמצכן	your f. pl. effort
מאמצו	his / its effort
מאמצה	her / its effort
מאמצם	their m. effort
מאמצן	their f. effort
מאמצינו	our efforts
מאמציך	your m. sg. efforts
מאמציכם	your m. pl. efforts
מאמציכן	your f. pl. efforts
מאמציו	his / its efforts
מאמציה	her / its efforts
מאמציהם	their m. efforts
מאמציהן	their f. efforts
מאמץ	I / you m. sg. / he / it adopt(s)
מאמצת	I / you f. sg. / she / it adopt(s)
מאמצים	we / you m. pl. / they m. adopt
מאמצות	we / you f. pl. / they f. adopt
אאמץ	I will adopt
נאמץ	we will adopt
תאמץ	you m. sg. will adopt
תאמצי	you f. sg. will adopt
תאמצו	you m. pl. will adopt
תאמצנה	you f. pl. will adopt
תאמצו	you f. pl. will adopt
יאמץ	he / it will adopt
תאמץ	she / it will adopt
יאמצו	they m. will adopt
תאמצנה	they f. will adopt
יאמצו	they f. will adopt
אמץ!‏	(to a man) adopt!
אמצי!‏	(to a woman) adopt!
אמצו!‏	(to men) adopt!
אמצנה!‏	(to women) adopt!
אמצו!‏	(to women) adopt!
לאמץ	to adopt
אמור	should, supposed to; mentioned
אמורה	should, supposed to; mentioned
אמורים	should, supposed to; mentioned
אמורות	should, supposed to; mentioned
נאמר	I am / you m. sg. are / he / it is said
נאמרת	I am / you f. sg. are / she / it is said
נאמרים	we / you m. pl. / they m. are said
נאמרות	we / you f. pl. / they f. are said
נאמרתי	I was said
נאמרנו	we were said
נאמרת	you m. sg. were said
נאמרת	you f. sg. were said
נאמרתם	you m. pl. were said
נאמרתם	you m. pl. were said
נאמרתן	you f. pl. were said
נאמרתן	you f. pl. were said
נאמר	he / it was said
נאמרה	she / it was said
נאמרו	they were said
מאמיר	I / you m. sg. / he / it soar(s)
מאמירה	I / you f. sg. / she / it soar(s)
מאמירים	we / you m. pl. / they m. soar
מאמירות	we / you f. pl. / they f. soar
האמרתי	I soared
האמרנו	we soared
האמרת	you m. sg. soared
האמרת	you f. sg. soared
האמרתם	you m. pl. soared
האמרתם	you m. pl. soared
האמרתן	you f. pl. soared
האמרתן	you f. pl. soared
האמיר	he / it soared
האמירה	she / it soared
האמירו	they soared
אאמיר	I will soar
נאמיר	we will soar
תאמיר	you m. sg. will soar
תאמירי	you f. sg. will soar
תאמירו	you m. pl. will soar
תאמרנה	you f. pl. will soar
תאמירו	you f. pl. will soar
יאמיר	he / it will soar
תאמיר	she / it will soar
יאמירו	they m. will soar
תאמרנה	they f. will soar
יאמירו	they f. will soar
האמר!‏	(to a man) soar!
האמירי!‏	(to a woman) soar!
האמירו!‏	(to men) soar!
האמרנה!‏	(to women) soar!
האמירו!‏	(to women) soar!
להאמיר	to soar
אמירות	emirate
אמירות	emirate of ...
אמירותי	my emirate
אמירותנו	our emirate
אמירותך	your m. sg. emirate
אמירותך	your f. sg. emirate
אמירותכם	your m. pl. emirate
אמירותכן	your f. pl. emirate
אמירותו	his / its emirate
אמירותה	her / its emirate
אמירותם	their m. emirate
אמירותן	their f. emirate
אמרה	saying
אמרות	sayings
אמרת	saying of ...
אמרות	sayings of ...
אמרתי	my saying
אמרתנו	our saying
אמרתך	your m. sg. saying
אמרתך	your f. sg. saying
אמרתכם	your m. pl. saying
אמרתכן	your f. pl. saying
אמרתו	his / its saying
אמרתה	her / its saying
אמרתם	their m. saying
אמרתן	their f. saying
אמרותינו	our sayings
אמרותיך	your m. sg. sayings
אמרותיכם	your m. pl. sayings
אמרותיכן	your f. pl. sayings
אמרותיו	his / its sayings
אמרותיה	her / its sayings
אמרותיהם	their m. sayings
אמרותיהן	their f. sayings
אומר	I / you m. sg. / he / it say(s)
אומרת	I / you f. sg. / she / it say(s)
אומרים	we / you m. pl. / they m. say
אומרות	we / you f. pl. / they f. say
אמרתי	I said
אמרנו	we said
אמרת	you m. sg. said
אמרת	you f. sg. said
אמרתם	you m. pl. said
אמרתם	you m. pl. said
אמרתן	you f. pl. said
אמרתן	you f. pl. said
אמר	he / it said
אמרה	she / it said
אמרו	they said
נאמר	we will say
תאמר	you m. sg. will say
תאמרי	you f. sg. will say
תאמרו	you m. pl. will say
תאמרנה	you f. pl. will say
תאמרו	you f. pl. will say
יאמר	he / it will say
תאמר	she / it will say
יאמרו	they m. will say
תאמרנה	they f. will say
יאמרו	they f. will say
אמרי!‏	(to a woman) say!
אמרו!‏	(to men) say!
לומר	to say
לאמר	to say
מאמר	article
מאמרים	articles
מאמר	article of ...
מאמרי	articles of ...
מאמרי	my article
מאמרנו	our article
מאמרך	your m. sg. article
מאמרך	your f. sg. article
מאמרכם	your m. pl. article
מאמרכן	your f. pl. article
מאמרו	his / its article
מאמרה	her / its article
מאמרם	their m. article
מאמרן	their f. article
מאמרינו	our articles
מאמריך	your m. sg. articles
מאמריכם	your m. pl. articles
מאמריכן	your f. pl. articles
מאמריו	his / its articles
מאמריה	her / its articles
מאמריהם	their m. articles
מאמריהן	their f. articles
אמיר	emir
אמירים	emirs
אמיר	emir of ...
אמירי	emirs of ...
אמירי	my emir
אמירנו	our emir
אמירך	your m. sg. emir
אמירך	your f. sg. emir
אמירכם	your m. pl. emir
אמירכן	your f. pl. emir
אמירו	his / its emir
אמירה	her / its emir
אמירם	their m. emir
אמירן	their f. emir
אמירינו	our emirs
אמיריך	your m. sg. emirs
אמיריכם	your m. pl. emirs
אמיריכן	your f. pl. emirs
אמיריו	his / its emirs
אמיריה	her / its emirs
אמיריהם	their m. emirs
אמיריהן	their f. emirs
האמרה	price increase
האמרות	price increases
האמרת	price increase of ...
האמרות	price increases of ...
האמרתי	my price increase
האמרתנו	our price increase
האמרתך	your m. sg. price increase
האמרתך	your f. sg. price increase
האמרתכם	your m. pl. price increase
האמרתכן	your f. pl. price increase
האמרתו	his / its price increase
